train,1154
train,2818
train,409
train,1116
train,1872
train,4822
train,2572
train,1287
train,4952
train,1439
train,3730
train,984
train,1256
train,735
train,1944
train,4792
train,2512
train,4947
train,2867
train,4646
train,2498
train,4919
train,3963
train,3300
train,138
train,2149
train,25
train,2160
train,1532
train,634
train,3383
train,369
train,1752
train,1361
train,147
train,3489
train,1217
train,4081
train,999
train,1525
train,559
train,3084
train,135
train,4568
train,3104
train,1003
train,4824
train,2690
train,3010
train,4017
train,4864
train,4510
train,4075
train,2954
train,4196
train,2419
train,3006
train,3613
train,3470
train,2157
train,4829
train,1438
train,1620
train,2900
train,2644
train,1588
train,3612
train,2364
train,428
train,3064
train,4292
train,4692
train,1834
train,1288
train,3764
train,1168
train,2885
train,492
train,1122
train,3782
train,2581
train,3081
train,3970
train,4634
train,417
train,3597
train,1618
train,4807
train,3200
train,957
train,1105
train,2154
train,4914
train,3493
train,2976
train,1426
train,131
train,4688
train,2728
train,4254
train,1514
train,4639
train,1051
train,788
train,11
train,3335
train,2694
train,278
train,3281
train,4314
train,1839
train,4640
train,3638
train,3405
train,2647
train,3702
train,3971
train,4282
train,4246
train,2878
train,2343
train,4427
train,2887
train,1764
train,4204
train,1267
train,4560
train,3312
train,3779
train,3430
train,993
train,2435
train,996
train,1008
train,3279
train,2388
train,3596
train,522
train,3001
train,567
train,372
train,4261
train,1497
train,4086
train,4250
train,1798
train,583
train,1505
train,489
train,1201
train,206
train,662
train,430
train,3048
train,2749
train,3231
train,1126
train,2743
train,2558
train,435
train,2053
train,1363
train,167
train,2050
train,2084
train,3856
train,3975
train,1467
train,1979
train,774
train,4169
train,473
train,2051
train,4751
train,189
train,940
train,1873
train,4398
train,4369
train,319
train,4679
train,2011
train,291
train,4386
train,2736
train,2995
train,276
train,3125
train,3534
train,236
train,4789
train,3449
train,4987
train,4397
train,1319
train,2415
train,2313
train,207
train,895
train,3009
train,1785
train,1968
train,1760
train,4232
train,3089
train,4079
train,4084
train,2833
train,134
train,4735
train,2217
train,500
train,2590
train,3011
train,4793
train,254
train,1887
train,3821
train,1594
train,3053
train,2993
train,3131
train,1549
train,1028
train,4690
train,2058
train,1332
train,4587
train,3632
train,1950
train,1912
train,1765
train,1266
train,103
train,3013
train,1040
train,2174
train,1054
train,3451
train,653
train,4150
train,1884
train,95
train,1688
train,1755
train,3832
train,1696
train,4283
train,2648
train,2362
train,1155
train,4072
train,1936
train,4691
train,1194
train,1012
train,3629
train,2959
train,1895
train,4635
train,295
train,2669
train,1070
train,4785
train,1829
train,3270
train,1787
train,866
train,1835
train,402
train,3828
train,1425
train,2240
train,889
