SMILES,mw,tpsa,logp,qed
CCCCCCC1=NN2C(=N)C(=Cc3cc(C)n(-c4ccc(C)cc4C)c3C)C(=O)N=C2S1,461.22,73.810,6.30055,0.38828
COCCC(C)C(=O)N(C)Cc1ccc(O)cc1,251.15,49.770,2.02320,0.84121
C=CCn1c(SC(C)c2nc3sc(C)c(C)c3c(=O)[nH]2)nnc1C1CC1,387.12,76.460,4.10964,0.50871
C[NH+](CC=Cc1ccco1)CCC(F)(F)F,234.11,17.580,1.75990,0.82141
COc1ccc(N2C(=O)C(=O)N(CN3CCC(c4nc5ccccc5s4)CC3)C2=O)cc1,450.14,83.050,3.43720,0.43750
Cc1ccc(C(C)[NH2+]C(C)C(=O)Nc2ccccc2F)cc1,301.17,45.710,2.78572,0.87619
O=c1cc(C[NH2+]Cc2cccc(Cl)c2)nc(N2CCCC2)[nH]1,319.13,65.600,1.28710,0.87246
O=C(Cn1nc(C(=O)[O-])c2ccccc2c1=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,452.09,138.260,1.17410,0.43195
O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1cc(F)c(F)cc1Cl,414.06,66.480,4.04510,0.76749
CC(C)Cc1nnc(NC(=O)C(=O)NCCC2CCCCC2)s1,338.18,83.980,2.76170,0.78126
CC(NC(=O)C(O)c1ccccc1)c1nnc2ccccn12,296.13,79.520,1.64010,0.76682
O=S(=O)(Nc1cc(F)ccc1F)c1ccc(Cl)cc1F,320.98,46.170,3.55810,0.93926
CSc1cc(C(=O)N2c3ccccc3NC(=O)CC2C)ccn1,327.10,62.300,3.18100,0.86066
CCCN1C(=O)c2[nH]nc(-c3cc(Cl)ccc3O)c2C1c1ccc(C)cc1,381.12,69.220,4.69932,0.68780
CCS(=O)C1CCCC(NC(=O)N(Cc2cccs2)C2CC2)C1,354.14,49.410,3.50190,0.84984
CC(c1ccco1)[NH+](Cc1ncc(-c2ccccc2)o1)C1CC1,309.16,43.610,3.24310,0.75997
COc1ccc(Cc2nnc(SCC(=O)N3CCCC(C)C3)o2)cc1,361.15,68.460,3.01960,0.73689
O=C(C=Cc1ccc2c(c1)OCO2)NCC1C[NH+]2CCN1CC2,316.17,55.240,-0.87260,0.70915
COc1ccccc1C=CC=C(C#N)C(=O)Nc1ccc(C(=O)N(C)C)cc1,375.16,82.430,3.49888,0.47587
Cc1cccc(NC(=S)N2CC[NH+](C)CC2)c1C,264.15,19.710,0.83054,0.73323
CNC(=O)c1cc(NC(=O)N2CC3CCC[NH+]3CC2C)ccc1F,335.19,65.880,0.46860,0.73552
CCCc1ccc(C([NH3+])C(OC)OC)cc1,224.16,46.100,1.54100,0.74501
[NH3+]CC(c1cc(Cl)cs1)N1CCC2CCCCC2C1,299.13,30.880,3.19660,0.91279
CC(C)CN(CC(C)C)C(=O)NCC(C)(C)N1CCOCC1,313.27,44.810,2.42080,0.78492
COc1cc(C(=O)NC2CC2c2cccc(Cl)c2)cc(OC)c1OC,361.11,56.790,3.65170,0.85281
COCCNC(=O)c1cccc(N2CC[NH2+]C(c3ccccc3)C2)n1,341.20,71.070,0.58250,0.75438
Cc1ccc(-c2cc(OCC(=O)[O-])nc(NCc3ccc4c(c3)OCO4)n2)cc1,392.13,105.630,1.92152,0.65014
COc1cccc(NC2CC[NH+](CC(O)CN3CC(C)OC(C)C3)CC2)c1,378.28,58.400,0.62450,0.64964
CC(C)C(NC(=O)Nc1ccccc1)C(=O)NCc1ccco1,315.16,83.370,2.74210,0.76619
O=C(Nc1ccccn1)N1CCC(n2cc[nH+]c2)CC1,272.15,64.300,1.56620,0.90147
Cc1cc(C)cc(C2OCCC2C[NH2+]C(C)C)c1,248.20,25.840,2.35284,0.86940
CC1CSC(NCC2(C)CCCO2)=[NH+]1,215.12,35.230,-0.28300,0.66472
Cc1ccc(O)c(Cc2ccccc2Cl)c1,232.07,20.230,3.94482,0.83157
O=C1CCCC2=C1C(c1ccc([N+](=O)[O-])o1)n1nnnc1N2,302.08,128.980,1.19630,0.64660
C=CCSC(N)=C(C#N)C(C#N)=C(N)SCC=C,278.07,99.620,2.21256,0.42057
Cc1sc(=O)n(CCC(=O)N(C)C2CCCCC2S(C)(=O)=O)c1C,374.13,76.450,1.73094,0.78643
COc1cc([N+](=O)[O-])cc(C=NNc2ccccc2C)c1O,301.11,96.990,3.06342,0.50230
CCOC(=O)C1CCCN(Cc2nn3c(=O)cc(C)nc3s2)C1,336.13,76.800,1.23452,0.78188
Cc1sc2nc(C[NH+](C(C)C)C3CCCC3)nc(N)c2c1C,319.20,56.240,2.62624,0.91066
O=C(NCCCc1nc2ccccc2s1)N1CCc2ccccc2C1,351.14,45.230,3.99680,0.72234
CCOc1ccc(Br)cc1C(=O)Nc1cccc(OCC2CCCO2)c1,419.07,56.790,4.65790,0.70828
CCn1nc(C(=O)N2CCN(c3ccccc3)CC2)c2c1CC[NH+](Cc1cc(C)c(OC)cc1C)C2,488.30,55.040,2.63204,0.57977
O=C(NC1C2CCOC2C12CCC2)c1cnc(C2CCCO2)s1,334.14,60.450,2.68200,0.92312
CCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,277.09,38.330,3.61580,0.92661
O=C(C1CCC(F)(F)CC1)N1CCN(c2ncccc2F)CC1,327.16,36.440,2.69480,0.83791
O=C(NCc1ccc(F)c(Cl)c1)C1CSCN1C(=O)c1c[nH]c2ccccc12,417.07,65.200,3.79190,0.67836
Cc1cc(CCNC(=O)Nc2ccccc2F)on1,263.11,67.160,2.48632,0.89011
COCCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccc(F)c1,391.11,121.220,1.15540,0.55575
CCOC(=O)C(=O)Nc1cc(C)nn1-c1nc([O-])c2c(n1)CCC2,330.12,122.060,0.03462,0.62219
CN(C(=O)C1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1)C1CCCCC1,437.22,75.360,4.43140,0.60105
Nc1c(C(=O)Nc2ccc(Cl)cc2)c2ccccc2n1C(=O)c1ccc(F)cc1,407.08,77.120,4.95680,0.50372
CC(NC(=O)c1c(O)cc(Cl)cc1Cl)c1ccc(NC(N)=O)cc1,367.05,104.450,3.68060,0.66165
