SMILES,MW,TPSA,logP,QED
CC([NH2+]CCCN1CC[NH+](Cc2ccco2)CC1c1ccccc1)c1ccc(-n2[nH]c(=O)c3ccccc3c2=O)nn1,567.6940000000001,118.07,1.2185000000000035,0.2186024186228259
Cc1noc(C(C=C2C(=O)N(c3ccccc3C)C(=S)N=C2[O-])[NH2+]CCCN2CC[NH+](C)CC2c2ccccc2)n1,574.7310000000003,118.94,0.26954000000000344,0.2140014374120773
Cc1cc(C(C)[NH2+]CCCN2CC[NH+](Cc3cc4cccc(C)c4[nH]c3=O)C(C(=O)[O-])C2c2ccccc2)on1,544.6760000000003,123.31,0.40794000000000513,0.24866225304560804
C[NH+]1CCN(CCC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC(=O)NC(=O)C(C)(C)C)C(c2ccccc2)C1,564.7310000000003,113.15,-0.7746999999999926,0.2583703575046043
CC([NH2+]CC(CN1CC[NH+](C)CC1c1ccccc1)n1c(=O)oc2cc([N+](=O)[O-])ccc21)c1cccc(N)c1,532.6450000000002,128.59,1.5222000000000024,0.17037923401396224
CC[NH2+]CCCN1CC[NH+](Cc2nc(N=C([O-])CC)n(-c3ccccc3C#N)n2)CC1c1ccccc1,501.6590000000002,114.21,0.35448000000000435,0.22366905215701974
Cc1ccc(C[NH+]2CCN(CCC[NH2+]C(C)c3ccc([N+](=O)[O-])c(NN)c3)C(c3ccccc3)C2)o1,494.6400000000002,118.61999999999999,1.938320000000003,0.14003726440591385
CC([NH2+]CCCN1CC[NH+](Cc2nc([O-])c3c(n2)CCC3)CC1c1ccccc1)c1nnc(N)s1,495.6770000000003,124.93,-0.37089999999999396,0.34599330544837964
CC([NH2+]CC(CN1CC[NH+](C)CC1c1ccccc1)n1ncc2c(=O)[nH]cnc21)N1C(=O)c2ccccc2C1=O,542.6440000000002,125.23999999999998,-0.5620999999999952,0.2565010232232982
CC1CC(C)C(=O)C(=C(CCN2CC[NH+](C)CC2c2ccccc2)[NH2+]C(C)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)C1=O,559.7110000000001,124.14999999999998,0.8707000000000056,0.1943764717043273
COc1ccc(C(=O)N2CCCC(Cc3ccc(-n4cnnc4)nn3)C2)cc1-n1cnnc1,445.4870000000001,116.74000000000001,1.7414999999999996,0.44057290820769107
COc1ccc(C(=O)N2CC(C)CCC2c2nc3c(c(=O)[nH]2)CN(S(C)(=O)=O)CC3)cc1N1CC[NH+](C)CC1,559.7130000000002,120.34999999999998,0.04430000000000445,0.5310717896378518
C[NH+](C)Cc1cccc2cc(CC3(C(=O)[O-])CCCN(C(=O)c4ccc(OCc5ccccn5)cc4)C3)c(=O)[nH]c12,554.6470000000002,119.85999999999999,1.3616000000000024,0.3225631431021104
COc1ccc(C(=O)N2CCCC(C)C2c2nc3c([nH]2)OC(N)=C(C#N)C3c2ccccc2)cc1,469.54500000000013,117.25999999999999,4.249880000000003,0.5899069125968979
COc1ccc(C(=O)N2CCC(c3cnnc(-c4cc5ccc(C)c(C)c5[nH]c4=O)n3)C(Cn3cc(C)cn3)C2)cc1,563.6620000000001,118.89,4.456560000000004,0.3240810996389608
CC1CN(C(=O)c2ccc(OCc3nc(N)nc([NH+]4CCC(O)CC4)n3)cc2)CCC1[NH+]1CCC1,483.6170000000003,123.34,-1.1568999999999945,0.40888866129184337
COc1ccc(C(=O)N2CCC(c3nn(CCO)c(=O)c4nn(C(C)(C)C)cc34)C(C)([NH+]3CCOCC3)C2)cc1OC,583.7100000000003,125.38,0.661000000000004,0.41584795234696625
COc1ccc(C(=O)N2CC(C)CC(c3cc4nc(-c5cn(C)c6ccccc56)cc(NC(N)=O)n4n3)C2)cc1,537.6240000000003,119.77999999999999,4.653000000000002,0.33814637535840214
C=CCOc1cc(C(=O)N2CC(CC=C)CC(Cc3nc4nc(C)c(C(C)=O)c([O-])n4n3)C2)ccc1OC,518.5940000000003,121.98,3.179420000000002,0.296301574547149
COc1ccc(C(=O)N2CCC(NC([O-])=Nc3nc(-c4cccnc4)nn3C)C(C)C2)cc1,448.5070000000002,120.59,1.3738999999999995,0.4622551727287099
C#CCN(CCCC(=O)NC(C)CC)C(=O)c1cc(=O)[nH]c2ccc([N+](=O)[O-])cc12,412.44600000000014,125.41000000000003,2.2066,0.3710088696322005
Cc1csc(CCC(C)NC(=O)CCCNC(=O)c2cnc(N)nc2)n1,376.4860000000001,122.89,1.4712199999999998,0.5696183376140133
CCC(C)NC(=O)CCCNC(=O)c1c(Cc2cc3cccc(C)c3[nH]c2=O)cn(-c2cc(C)no2)c1C,517.6300000000002,122.02000000000001,4.247560000000003,0.2716140841760591
CCC(C)NC(=O)CCCNC(=O)c1cc(-c2nc3ncc(Cl)cc3[nH]2)c[nH]1,402.886,115.56,3.0311000000000003,0.43317096593767296
CCC(CC1Sc2ccccc2NC1=O)NC(=O)CCCNC(=O)NC1=c2cc(F)ccc2=[NH+]C1[NH+](C)C,542.6810000000003,117.74000000000001,-1.4043999999999957,0.20713872188493784
CCC(C)NC(=O)CCC(NC(=O)N1CCc2[nH]c[nH+]c2C1C)c1nncn1C(C)(C)C,445.59200000000016,122.08000000000001,2.2402000000000006,0.6047999735478692
